transaction_id,product
45,Wine
45,Cheddar
45,Water
45,Toilet Paper
45,Apples
45,Croissants
45,Soda
45,Flour
45,Onions
46,Cream
46,Soda
46,Tea
46,Detergent
47,Butter
47,Spinach
47,Soap
47,Tomato Sauce
47,Salmon
48,Muffins
48,Butter
48,Nuts
48,Tofu
48,Soda
48,Croissants
48,Flour
49,Butter
49,Soap
49,Soda
49,Bananas
49,Tomato Sauce
50,Avocado
50,Soda
50,Sugar
51,Muffins
51,Beef
51,Wine
51,Nuts
51,Tomatoes
51,Tortillas
51,Croissants
51,Bagels
52,Diapers
52,Butter
52,Nuts
52,Beer
52,Cream
52,Spinach
52,Popcorn
53,Cheddar
53,Tortillas
53,Croissants
54,Wine
54,Avocado
54,Cheddar
54,Chicken
54,Milk
54,Pasta
54,Coffee
54,Bread
54,Soda
54,Tomato Sauce
54,Sugar
55,Chips
55,Rice
55,Popcorn
56,Muffins
56,Beef
56,Chips
56,Apples
56,Flour
56,Tomato Sauce
56,Tea
57,Spinach
57,Croissants
58,Diapers
58,Butter
58,Wine
58,Chips
58,Beer
58,Toilet Paper
58,Bread
58,Tomato Sauce
58,Popcorn
59,Yogurt
59,Beef
59,Butter
59,Popcorn
60,Pasta
60,Chips
60,Tomato Sauce
61,Muffins
61,Eggs
61,Chips
61,Chocolate
61,Detergent
61,Onions
62,Wine
62,Cheddar
62,Coffee
62,Salmon
62,Sugar
63,Chicken
63,Dish Soap
64,Avocado
64,Cookies
65,Diapers
65,Tofu
65,Nuts
65,Beer
65,Toilet Paper
65,Cookies
65,Onions
66,Wine
66,Nuts
66,Cheddar
66,Detergent
66,Salmon
67,Diapers
67,Eggs
67,Beef
67,Popcorn
68,Cheddar
68,Onions
69,Avocado
69,Cream
69,Bread
69,Coffee
69,Flour
69,Onions
69,Sugar
70,Diapers
70,Beef
70,Dish Soap
70,Rice
70,Croissants
70,Cookies
70,Tomato Sauce
70,Popcorn
71,Wine
71,Nuts
71,Cheddar
71,Cream
71,Dish Soap
72,Cheddar
72,Eggs
72,Tortillas
72,Cookies
72,Detergent
73,Beef
73,Toilet Paper
73,Soap
73,Pasta
73,Flour
73,Tomato Sauce
73,Charcoal
74,Muffins
74,Charcoal
74,Onions
75,Coffee
75,Chips
75,Sugar
75,Bananas
76,Chips
76,Cream
76,Spinach
76,Chicken
76,Tomatoes
76,Chocolate
76,Bagels
77,Diapers
77,Eggs
77,Chicken
77,Spinach
77,Yogurt
77,Croissants
77,Flour
77,Tea
78,Diapers
78,Beer
78,Bread
78,Tortillas
78,Apples
78,Bagels
78,Bananas
78,Onions
79,Beef
79,Milk
79,Soap
79,Bagels
79,Dish Soap
79,Sugar
80,Beef
80,Butter
80,Cheddar
80,Spinach
80,Chocolate
80,Detergent
80,Tomato Sauce
80,Dish Soap
81,Nuts
81,Pasta
81,Tortillas
81,Popcorn
81,Tomato Sauce
81,Dish Soap
82,Diapers
82,Wine
82,Cheddar
82,Bananas
82,Salmon
83,Nuts
83,Avocado
83,Soap
83,Apples
83,Detergent
83,Bananas
83,Popcorn
84,Muffins
84,Pasta
84,Bread
84,Apples
84,Detergent
84,Tomato Sauce
84,Salmon
84,Tea
85,Pasta
85,Beer
85,Tomato Sauce
85,Sugar
86,Wine
86,Cheddar
86,Milk
86,Tomatoes
86,Soda
86,Detergent
86,Onions
87,Muffins
87,Cream
87,Coffee
87,Rice
87,Bagels
87,Bananas
87,Sugar
88,Diapers
88,Beer
88,Coffee
88,Tortillas
88,Detergent
88,Sugar
89,Butter
89,Chicken
89,Spinach
89,Tomatoes
89,Croissants
89,Popcorn
89,Onions
89,Dish Soap
90,Salmon
90,Chocolate
90,Popcorn
90,Soda
91,Butter
91,Eggs
91,Water
91,Soda
91,Tomato Sauce
91,Salmon
92,Tofu
92,Yogurt
92,Bread
92,Rice
92,Flour
93,Bread
93,Onions
93,Cookies
94,Spinach
94,Coffee
94,Bread
94,Tortillas
94,Rice
94,Bananas
94,Sugar
95,Diapers
95,Nuts
95,Beer
95,Cream
95,Pasta
95,Yogurt
95,Detergent
95,Tomato Sauce
95,Sugar
96,Tofu
96,Eggs
96,Yogurt
96,Flour
96,Tomato Sauce
96,Tea
97,Tortillas
97,Dish Soap
98,Butter
98,Cheddar
98,Eggs
98,Toilet Paper
98,Tomatoes
98,Tomato Sauce
98,Popcorn
99,Diapers
99,Beer
99,Tomatoes
99,Pasta
99,Tomato Sauce
99,Dish Soap
100,Diapers
100,Wine
100,Avocado
100,Chips
100,Cheddar
100,Milk
100,Bread
100,Apples
100,Flour
101,Salmon
101,Croissants
101,Soda
101,Water
102,Diapers
102,Eggs
102,Milk
102,Tortillas
102,Detergent
102,Flour
103,Tofu
103,Water
103,Yogurt
103,Chocolate
103,Soda
103,Charcoal
104,Coffee
104,Yogurt
104,Bread
104,Tortillas
104,Pasta
104,Tomato Sauce
104,Popcorn
105,Muffins
105,Diapers
105,Beef
105,Eggs
105,Chocolate
105,Soda
105,Detergent
105,Sugar
106,Wine
106,Eggs
106,Coffee
106,Rice
106,Cookies
106,Salmon
106,Sugar
107,Diapers
107,Bread
107,Beef
107,Tea
108,Diapers
108,Beer
108,Toilet Paper
108,Bread
108,Croissants
108,Salmon
108,Tea
109,Muffins
109,Tofu
109,Tomatoes
109,Yogurt
109,Pasta
109,Bananas
109,Onions
109,Tomato Sauce
110,Chips
110,Flour
111,Wine
111,Chips
111,Chicken
111,Milk
111,Toilet Paper
111,Soda
111,Sugar
112,Cheddar
112,Croissants
112,Butter
113,Bread
113,Charcoal
113,Croissants
113,Water
114,Yogurt
114,Tortillas
114,Water
115,Butter
115,Bananas
115,Pasta
115,Croissants
115,Tomato Sauce
116,Chips
116,Dish Soap
117,Soda
117,Tofu
118,Dish Soap
118,Bananas
119,Soap
119,Soda
120,Diapers
120,Cheddar
120,Beer
120,Milk
120,Flour
121,Muffins
121,Tomato Sauce
122,Soap
122,Tomato Sauce
122,Pasta
123,Diapers
123,Beer
123,Spinach
123,Pasta
123,Soda
123,Tomato Sauce
124,Diapers
124,Yogurt
124,Pasta
124,Flour
124,Tomato Sauce
124,Sugar
125,Milk
125,Beef
125,Tomatoes
126,Diapers
126,Eggs
126,Dish Soap
126,Spinach
126,Toilet Paper
126,Popcorn
127,Muffins
127,Chips
127,Eggs
127,Cream
127,Coffee
127,Soda
127,Sugar
128,Muffins
128,Diapers
128,Avocado
128,Beer
128,Water
128,Bagels
128,Charcoal
128,Tea
129,Pasta
129,Tomato Sauce
130,Butter
130,Coffee
130,Apples
130,Croissants
130,Popcorn
130,Sugar
131,Milk
131,Cream
131,Tomatoes
132,Butter
132,Coffee
132,Apples
132,Tomato Sauce
132,Onions
132,Sugar
133,Wine
133,Chocolate
133,Tofu
134,Beef
134,Butter
134,Chicken
134,Toilet Paper
134,Yogurt
134,Apples
134,Popcorn
135,Tea
135,Dish Soap
135,Flour
136,Onions
136,Spinach
137,Nuts
137,Bananas
138,Muffins
138,Eggs
138,Yogurt
138,Beef
139,Beef
139,Wine
139,Cheddar
139,Tomatoes
139,Flour
140,Dish Soap
140,Chocolate
140,Flour
141,Salmon
141,Beef
141,Tea
141,Tomato Sauce
142,Nuts
142,Cheddar
142,Eggs
142,Chicken
142,Bagels
142,Detergent
142,Charcoal
142,Sugar
143,Muffins
143,Coffee
143,Chicken
143,Croissants
144,Milk
144,Chicken
144,Yogurt
144,Apples
144,Rice
144,Flour
144,Bananas
144,Onions
145,Avocado
145,Yogurt
145,Rice
145,Cookies
145,Salmon
146,Chocolate
146,Tea
146,Bananas
147,Cheddar
147,Tomato Sauce
147,Wine
147,Sugar
148,Chicken
148,Soap
148,Croissants
148,Salmon
148,Charcoal
148,Onions
148,Sugar
149,Avocado
149,Soap
149,Tortillas
149,Bagels
149,Tea
150,Cookies
150,Soda
150,Water
150,Tomatoes
151,Beef
151,Wine
151,Cheddar
151,Cream
151,Chocolate
152,Beef
152,Butter
152,Nuts
152,Cookies
152,Bananas
152,Salmon
152,Onions
152,Popcorn
153,Diapers
153,Beer
153,Detergent
154,Dish Soap
154,Flour
154,Tomatoes
155,Diapers
155,Tofu
155,Avocado
155,Chips
155,Soap
155,Flour
155,Cookies
156,Pasta
156,Chocolate
156,Flour
157,Chips
157,Spinach
157,Toilet Paper
157,Chocolate
157,Croissants
158,Chips
158,Spinach
159,Nuts
159,Spinach
159,Water
159,Coffee
159,Croissants
159,Salmon
159,Sugar
160,Diapers
160,Wine
160,Cheddar
160,Bananas
160,Popcorn
161,Bread
161,Tortillas
162,Diapers
162,Muffins
162,Toilet Paper
162,Tortillas
162,Apples
163,Diapers
163,Chicken
163,Cream
163,Apples
163,Flour
163,Salmon
163,Onions
163,Sugar
164,Diapers
164,Chicken
164,Beef
165,Chips
165,Milk
165,Tomatoes
165,Pasta
165,Bread
165,Croissants
165,Soda
165,Tomato Sauce
165,Charcoal
166,Beer
166,Milk
166,Cookies
167,Chips
167,Water
167,Toilet Paper
167,Bagels
167,Bananas
168,Nuts
168,Chicken
168,Cream
168,Flour
168,Bananas
169,Muffins
169,Croissants
169,Water
170,Muffins
170,Tofu
170,Chicken
170,Cream
170,Croissants
170,Detergent
170,Popcorn
171,Nuts
171,Chicken
171,Rice
171,Tortillas
171,Popcorn
171,Tomato Sauce
171,Dish Soap
172,Diapers
172,Wine
172,Coffee
172,Apples
172,Charcoal
172,Dish Soap
172,Sugar
173,Butter
173,Soap
173,Detergent
173,Charcoal
173,Onions
174,Spinach
174,Water
174,Soda
174,Onions
174,Popcorn
175,Milk
175,Bread
175,Tortillas
175,Chocolate
175,Onions
176,Water
176,Tortillas
176,Croissants
176,Bananas
176,Popcorn
177,Muffins
177,Cheddar
177,Chicken
177,Soda
177,Chocolate
177,Bananas
177,Tea
177,Dish Soap
178,Diapers
178,Pasta
178,Bread
178,Croissants
178,Bagels
178,Tomato Sauce
178,Onions
179,Beef
179,Cookies
180,Spinach
180,Bananas
180,Bread
180,Rice
180,Tomato Sauce
180,Salmon
181,Muffins
181,Nuts
181,Chips
181,Bread
181,Rice
181,Tortillas
181,Salmon
181,Sugar
182,Wine
182,Cheddar
182,Tomatoes
182,Rice
182,Onions
183,Water
183,Tortillas
183,Chocolate
183,Bagels
183,Tomato Sauce
183,Charcoal
183,Onions
184,Yogurt
184,Eggs
184,Milk
185,Bread
185,Flour
186,Eggs
186,Onions
187,Diapers
187,Beef
187,Chips
187,Milk
187,Tomatoes
187,Soap
187,Tortillas
187,Sugar
188,Beef
188,Beer
188,Cream
188,Salmon
188,Tea
189,Avocado
189,Eggs
189,Charcoal
190,Tofu
190,Nuts
190,Bread
190,Soap
190,Croissants
191,Diapers
191,Beer
191,Butter
192,Diapers
192,Avocado
192,Beer
192,Water
192,Coffee
192,Detergent
192,Tea
192,Sugar
193,Diapers
193,Tofu
193,Chicken
193,Spinach
193,Salmon
194,Nuts
194,Dish Soap
195,Apples
195,Chocolate
195,Flour
196,Tofu
196,Soda
196,Croissants
196,Tomato Sauce
196,Dish Soap
197,Rice
197,Milk
198,Diapers
198,Beef
198,Tofu
198,Beer
198,Spinach
198,Tortillas
198,Croissants
198,Charcoal
198,Dish Soap
199,Butter
199,Detergent
199,Bananas
199,Onions
199,Tomato Sauce
200,Wine
200,Cream
200,Bread
200,Pasta
200,Tomato Sauce
200,Dish Soap
201,Chocolate
201,Soda
202,Muffins
202,Cream
202,Water
202,Tomatoes
202,Tortillas
202,Rice
202,Apples
203,Coffee
203,Dish Soap
203,Sugar
204,Toilet Paper
204,Nuts
205,Beef
205,Tofu
205,Avocado
205,Tortillas
205,Chocolate
205,Croissants
205,Soda
206,Eggs
206,Milk
206,Tofu
206,Flour
207,Milk
207,Croissants
207,Bagels
207,Detergent
207,Popcorn
208,Chips
208,Tortillas
208,Apples
208,Bagels
209,Butter
209,Nuts
210,Pasta
210,Rice
210,Soda
210,Tomato Sauce
210,Onions
210,Sugar
211,Muffins
211,Water
211,Croissants
211,Popcorn
211,Tomato Sauce
211,Charcoal
211,Dish Soap
212,Yogurt
212,Toilet Paper
213,Toilet Paper
213,Tomatoes
213,Rice
213,Chocolate
213,Detergent
213,Bananas
213,Salmon
213,Charcoal
214,Muffins
214,Spinach
214,Croissants
214,Detergent
214,Salmon
214,Onions
215,Beef
215,Wine
215,Cheddar
215,Tomatoes
215,Bread
215,Rice
215,Detergent
215,Onions
215,Tea
216,Butter
216,Tofu
216,Water
216,Rice
216,Flour
217,Beef
217,Detergent
218,Wine
218,Pasta
218,Croissants
218,Detergent
218,Tomato Sauce
219,Nuts
219,Chips
219,Yogurt
219,Salmon
219,Sugar
220,Apples
220,Detergent
221,Tofu
221,Nuts
221,Croissants
221,Onions
221,Tea
222,Muffins
222,Wine
222,Cheddar
222,Apples
222,Salmon
223,Water
223,Coffee
223,Apples
223,Rice
223,Croissants
223,Cookies
223,Flour
223,Sugar
224,Muffins
224,Butter
224,Beer
224,Coffee
224,Rice
224,Tomato Sauce
224,Sugar
225,Diapers
225,Cheddar
225,Wine
225,Flour
226,Avocado
226,Eggs
226,Diapers
226,Sugar
227,Rice
227,Soda
227,Water
227,Sugar
228,Muffins
228,Diapers
228,Tofu
228,Eggs
228,Beer
228,Apples
228,Chocolate
229,Tofu
229,Cheddar
229,Cream
229,Pasta
229,Apples
229,Croissants
229,Tomato Sauce
229,Charcoal
230,Diapers
230,Milk
230,Cookies
230,Bananas
230,Sugar
231,Butter
231,Wine
231,Cheddar
231,Eggs
231,Beer
231,Chips
231,Bread
232,Chips
232,Butter
232,Bananas
233,Eggs
233,Tomatoes
233,Yogurt
233,Bread
233,Onions
234,Eggs
234,Milk
234,Tomatoes
234,Soap
234,Soda
234,Flour
234,Bagels
235,Diapers
235,Butter
235,Croissants
235,Salmon
235,Charcoal
235,Popcorn
236,Muffins
236,Diapers
236,Avocado
236,Beer
236,Spinach
236,Coffee
236,Charcoal
236,Tea
236,Sugar
237,Beef
237,Eggs
237,Chicken
237,Tortillas
237,Flour
237,Tomato Sauce
238,Muffins
238,Chips
238,Eggs
238,Cookies
238,Tomato Sauce
238,Popcorn
239,Apples
239,Water
240,Diapers
240,Cheddar
240,Beer
240,Soap
240,Flour
240,Sugar
241,Charcoal
241,Onions
242,Diapers
242,Salmon
243,Diapers
243,Beef
243,Beer
243,Yogurt
243,Onions
244,Cheddar
244,Cream
244,Spinach
244,Pasta
244,Tortillas
244,Apples
244,Detergent
244,Flour
244,Tomato Sauce
245,Diapers
245,Butter
245,Wine
245,Tofu
245,Avocado
245,Bread
246,Butter
246,Tofu
246,Eggs
246,Apples
246,Soda
246,Dish Soap
247,Wine
247,Cheddar
247,Tomatoes
247,Cookies
247,Salmon
247,Onions
247,Dish Soap
248,Muffins
248,Nuts
248,Wine
248,Cheddar
248,Cream
248,Tortillas
248,Chocolate
248,Bagels
249,Diapers
249,Chicken
249,Butter
249,Cookies
250,Muffins
250,Coffee
250,Cream
250,Sugar
251,Butter
251,Cheddar
251,Milk
251,Apples
251,Soda
251,Detergent
251,Onions
251,Sugar
252,Wine
252,Nuts
252,Cheddar
252,Bagels
252,Bananas
253,Wine
253,Dish Soap
253,Yogurt
253,Flour
253,Tomato Sauce
253,Popcorn
254,Spinach
254,Cookies
255,Diapers
255,Avocado
255,Cheddar
255,Water
255,Tea
256,Tofu
256,Beer
256,Milk
256,Bread
256,Chocolate
256,Flour
256,Tomato Sauce
256,Popcorn
257,Tofu
257,Eggs
257,Apples
257,Bagels
257,Onions
257,Tea
258,Beef
258,Chips
258,Cream
258,Croissants
258,Bagels
258,Tomato Sauce
259,Tortillas
259,Spinach
259,Detergent
259,Tomato Sauce
260,Muffins
260,Beer
260,Water
260,Yogurt
260,Cookies
260,Bananas
260,Salmon
261,Chicken
261,Toilet Paper
261,Tomatoes
261,Croissants
261,Bagels
261,Tomato Sauce
262,Wine
262,Cheddar
262,Coffee
262,Yogurt
262,Croissants
262,Cookies
262,Bananas
262,Salmon
262,Tomato Sauce
263,Rice
263,Chocolate
263,Dish Soap
264,Salmon
264,Chicken
264,Bread
264,Apples
265,Detergent
265,Tomatoes
266,Bread
266,Detergent
266,Sugar
267,Diapers
267,Beer
267,Croissants
267,Detergent
268,Diapers
268,Beer
268,Toilet Paper
268,Bread
268,Yogurt
268,Croissants
269,Charcoal
269,Cookies
269,Tomatoes
270,Cream
270,Coffee
270,Yogurt
270,Apples
270,Croissants
270,Rice
270,Onions
270,Sugar
271,Tofu
271,Avocado
271,Cream
271,Croissants
271,Soda
271,Flour
271,Bagels
271,Onions
272,Soda
272,Tomato Sauce
273,Wine
273,Eggs
273,Chips
273,Bread
273,Yogurt
273,Tortillas
274,Avocado
274,Chips
274,Cream
274,Croissants
274,Bananas
274,Onions
275,Chicken
275,Tomatoes
275,Rice
275,Soda
275,Popcorn
275,Salmon
275,Dish Soap
276,Yogurt
276,Chocolate
277,Cream
277,Bagels
278,Muffins
278,Tomatoes
278,Rice
278,Chocolate
278,Apples
278,Cookies
278,Bananas
278,Sugar
279,Cream
279,Pasta
279,Rice
279,Tortillas
279,Cookies
279,Tomato Sauce
280,Bread
280,Beef
280,Tofu
281,Salmon
281,Chips
281,Butter
282,Cream
282,Yogurt
282,Rice
282,Croissants
282,Bananas
282,Dish Soap
283,Avocado
283,Eggs
283,Pasta
283,Cookies
283,Tomato Sauce
284,Pasta
284,Dish Soap
285,Wine
285,Avocado
285,Bread
285,Bananas
285,Popcorn
286,Tofu
286,Avocado
286,Water
286,Pasta
286,Yogurt
286,Tortillas
286,Sugar
287,Coffee
287,Beef
287,Sugar
288,Butter
288,Wine
288,Nuts
288,Cheddar
288,Chicken
288,Tomatoes
288,Soap
288,Soda
288,Dish Soap
289,Diapers
289,Nuts
289,Cream
289,Rice
289,Bananas
290,Beef
290,Cookies
290,Flour
291,Charcoal
291,Nuts
291,Soda
291,Cookies
292,Salmon
292,Rice
292,Soda
293,Avocado
293,Spinach
293,Toilet Paper
293,Pasta
293,Flour
293,Tomato Sauce
293,Salmon
294,Soap
294,Charcoal
294,Beer
294,Diapers
295,Eggs
295,Cookies
296,Apples
296,Nuts
297,Nuts
297,Chicken
297,Soap
297,Tortillas
297,Croissants
298,Diapers
298,Onions
298,Flour
299,Diapers
299,Beef
299,Chips
299,Beer
299,Spinach
299,Soda
299,Chocolate
300,Water
300,Cookies
301,Muffins
301,Butter
301,Water
301,Croissants
301,Bananas
302,Beef
302,Avocado
302,Pasta
302,Rice
302,Chocolate
302,Cookies
302,Tea
303,Salmon
303,Tortillas
304,Cream
304,Tomatoes
304,Soap
304,Croissants
304,Detergent
304,Bagels
304,Tea
304,Popcorn
305,Beef
305,Nuts
305,Milk
305,Croissants
305,Cookies
306,Diapers
306,Beer
306,Milk
306,Pasta
306,Coffee
306,Tomato Sauce
306,Onions
306,Dish Soap
306,Sugar
307,Butter
307,Nuts
307,Chips
307,Beer
307,Chicken
307,Bagels
307,Bananas
307,Popcorn
308,Cheddar
308,Eggs
308,Onions
308,Popcorn
309,Butter
309,Cheddar
309,Bread
309,Popcorn
309,Charcoal
309,Dish Soap
310,Diapers
310,Nuts
310,Beer
310,Bread
310,Pasta
310,Soap
310,Bagels
310,Tomato Sauce
311,Tofu
311,Tomatoes
311,Yogurt
311,Apples
311,Soda
311,Croissants
311,Flour
311,Bananas
312,Eggs
312,Cream
312,Bread
312,Pasta
312,Cookies
312,Tomato Sauce
312,Onions
313,Wine
313,Cheddar
313,Chips
313,Chicken
313,Spinach
313,Bread
313,Apples
313,Bagels
313,Salmon
314,Beef
314,Avocado
314,Chips
314,Toilet Paper
314,Soda
315,Nuts
315,Avocado
315,Toilet Paper
315,Tortillas
315,Soda
315,Rice
316,Water
316,Apples
316,Tea
316,Dish Soap
317,Muffins
317,Beef
317,Chicken
317,Coffee
317,Chocolate
317,Sugar
318,Coffee
318,Beef
318,Sugar
319,Diapers
319,Beer
319,Tomatoes
319,Pasta
319,Bread
319,Tomato Sauce
319,Popcorn
320,Wine
320,Avocado
320,Tortillas
320,Cookies
320,Salmon
320,Dish Soap
321,Avocado
321,Eggs
321,Spinach
321,Bread
321,Rice
321,Bananas
322,Coffee
322,Salmon
322,Detergent
322,Sugar
323,Tea
323,Detergent
323,Popcorn
323,Bagels
324,Nuts
324,Soap
324,Salmon
324,Dish Soap
324,Sugar
325,Diapers
325,Wine
325,Cheddar
325,Beer
325,Tomato Sauce
326,Beef
326,Bread
326,Pasta
326,Rice
326,Tomato Sauce
326,Sugar
327,Bread
327,Apples
327,Flour
327,Bananas
327,Salmon
328,Cheddar
328,Diapers
328,Tortillas
329,Cream
329,Tomato Sauce
330,Diapers
330,Tofu
330,Avocado
330,Beer
330,Pasta
330,Tomato Sauce
331,Butter
331,Wine
331,Nuts
331,Avocado
331,Water
331,Toilet Paper
332,Butter
332,Cheddar
332,Chips
332,Apples
332,Flour
332,Bananas
332,Salmon
332,Charcoal
333,Butter
333,Nuts
333,Eggs
333,Cream
333,Tomato Sauce
333,Onions
333,Dish Soap
334,Coffee
334,Charcoal
334,Detergent
335,Muffins
335,Milk
335,Water
335,Tortillas
335,Chocolate
335,Soda
336,Diapers
336,Nuts
336,Wine
336,Avocado
336,Eggs
336,Beer
336,Chips
336,Cheddar
336,Yogurt
336,Soda
337,Muffins
337,Chips
337,Milk
337,Coffee
337,Rice
337,Detergent
337,Popcorn
337,Sugar
338,Butter
338,Water
339,Milk
339,Beef
340,Soap
340,Onions
340,Flour
341,Beef
341,Eggs
341,Spinach
341,Soap
341,Coffee
341,Detergent
341,Tomato Sauce
341,Tea
341,Sugar
342,Chips
342,Detergent
343,Dish Soap
343,Chocolate
343,Detergent
343,Tomato Sauce
344,Avocado
344,Soda
344,Butter
344,Bananas
345,Butter
345,Chips
345,Eggs
345,Apples
345,Soda
345,Detergent
345,Flour
345,Charcoal
346,Wine
346,Cheddar
346,Milk
346,Tomatoes
346,Pasta
346,Coffee
346,Chocolate
346,Bagels
346,Tomato Sauce
346,Salmon
346,Sugar
347,Pasta
347,Onions
347,Tomato Sauce
348,Salmon
348,Chocolate
349,Onions
349,Detergent
349,Bananas
350,Beef
350,Wine
350,Avocado
350,Tomatoes
350,Pasta
350,Flour
350,Tomato Sauce
350,Charcoal
351,Toilet Paper
351,Tofu
351,Bananas
352,Cheddar
352,Apples
352,Soda
353,Chips
353,Beer
353,Bananas
353,Chocolate
353,Croissants
353,Tomato Sauce
353,Dish Soap
353,Sugar
354,Butter
354,Cheddar
354,Eggs
354,Spinach
354,Flour
355,Avocado
355,Eggs
355,Chips
355,Water
355,Pasta
355,Yogurt
355,Apples
355,Tomato Sauce
355,Dish Soap
356,Croissants
356,Popcorn
357,Cream
357,Tomatoes
357,Rice
357,Dish Soap
357,Sugar
358,Muffins
358,Cheddar
358,Cream
358,Bananas
358,Tomato Sauce
358,Tea
359,Butter
359,Cheddar
359,Water
359,Bread
359,Croissants
360,Muffins
360,Charcoal
360,Beef
360,Bananas
361,Eggs
361,Chicken
361,Cream
361,Bread
361,Salmon
362,Chocolate
362,Beef
363,Wine
363,Cheddar
363,Chicken
363,Cream
363,Tomato Sauce
363,Charcoal
364,Chips
364,Water
364,Flour
365,Diapers
365,Cheddar
365,Beer
365,Chicken
365,Soap
365,Soda
365,Onions
366,Eggs
366,Spinach
366,Bananas
366,Cookies
366,Flour
366,Charcoal
366,Dish Soap
367,Pasta
367,Soap
367,Tomato Sauce
368,Nuts
368,Chicken
368,Water
368,Rice
368,Popcorn
368,Dish Soap
369,Water
369,Bread
369,Cookies
369,Popcorn
369,Sugar
370,Diapers
370,Beer
370,Tomatoes
370,Yogurt
370,Charcoal
370,Popcorn
371,Diapers
371,Eggs
371,Water
371,Flour
371,Tea
372,Diapers
372,Avocado
372,Beer
372,Toilet Paper
372,Coffee
372,Apples
372,Cookies
372,Sugar
373,Cream
373,Coffee
373,Bread
373,Croissants
373,Charcoal
373,Dish Soap
374,Cheddar
374,Eggs
374,Butter
375,Apples
375,Detergent
375,Tofu
375,Flour
376,Diapers
376,Beer
376,Apples
376,Soda
376,Sugar
377,Nuts
377,Coffee
377,Pasta
377,Tomato Sauce
377,Detergent
377,Bananas
377,Tea
377,Sugar
378,Chips
378,Milk
378,Cream
378,Yogurt
378,Apples
378,Cookies
379,Coffee
379,Flour
379,Sugar
380,Muffins
380,Tofu
380,Milk
380,Tomatoes
380,Tortillas
380,Bagels
380,Flour
381,Nuts
381,Avocado
381,Chicken
381,Pasta
381,Tomato Sauce
381,Onions
382,Muffins
382,Chocolate
382,Water
383,Nuts
383,Chips
383,Chicken
383,Milk
383,Toilet Paper
383,Tomatoes
383,Charcoal
383,Onions
384,Muffins
384,Charcoal
384,Bananas
385,Salmon
385,Muffins
385,Milk
385,Tofu
386,Apples
386,Tortillas
386,Cream
386,Water
387,Diapers
387,Beef
387,Beer
